company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
NEWBURY COMICS,310 DANIEL WEBSTER HWY STE 260,,NASHUA,NH,30,3060,5707,3,59429905,COMIC BOOKS,57350202,COMPACT DISCS,,,,
CHRIS'S CARDS & COMICS,341 S BROADWAY STE 2,,SALEM,NH,30,3079,4563,3,59479901,GREETING CARDS,59429905,COMIC BOOKS,,,,
KASPER'S CORNER,37 GREAT POND RD,,KINGSTON,NH,38,3848,3738,3,59429905,COMIC BOOKS,,,,,,
JETPACK COMICS LLC,37 N MAIN ST,,ROCHESTER,NH,38,3867,1906,3,59429905,COMIC BOOKS,,,,,,
SHADOWGEAR,39 S RIVER RD,,BEDFORD,NH,31,3110,6749,4,51929905,COMIC BOOKS,,,,,,
LIBERTY BOOKS COMICS,5 KIMBALL ST,,CONCORD,NH,33,3301,2866,3,59429905,COMIC BOOKS,,,,,,
SUPERHERO,53 WHITNEY ST,,NASHUA,NH,30,3064,5801,4,59429905,COMIC BOOKS,,,,,,
DOUBLE MIDNIGHT COMICS,67 S MAIN ST,,CONCORD,NH,33,3301,4828,3,59429905,COMIC BOOKS,,,,,,
WICKED CLOWN COMICS,723 HOWE ST,,MANCHESTER,NH,31,3103,4525,3,59429905,COMIC BOOKS,,,,,,
NOSOTROSUS,855 HANOVER ST,,MANCHESTER,NH,31,3104,5419,3,51929905,COMIC BOOKS,,,,,,
JETPACK COMICS LLC,909 ISLINGTON ST STE 15,,PORTSMOUTH,NH,38,3801,4390,3,59429905,COMIC BOOKS,,,,,,
CHARLIE'S COINS COMICS & CARDS,PO BOX 3246,,NORTH CONWAY,NH,38,3860,3246,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59479903,,,
COMICS CASTLE LLC,10 BERKSHIRE CT,,JACKSON,NJ,85,8527,2409,3,59429905,COMIC BOOKS,,,,,,
AVATOR COMICS,10 MANCHESTER DR,,WHIPPANY,NJ,79,7981,1615,3,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59429905,COMIC BOOKS,,,,
CLASSIC COMICS,1006 SAINT GEORGES AVE,,RAHWAY,NJ,70,7065,2664,3,59429905,COMIC BOOKS,,,,,,
VL COMICS,103 COYKENDALL RD,,SUSSEX,NJ,74,7461,3055,3,59429905,COMIC BOOKS,,,,,,
REZKOM ENTERPRISES INC,11 CINDY LN STE 7,,OCEAN,NJ,77,7712,7283,3,59429905,COMIC BOOKS,,,,,,
NOT JUST SPORTS,11 PATERSON AVE,,MIDLAND PARK,NJ,74,7432,1829,4,59429905,COMIC BOOKS,,,,,,
COMICS CARE INC,110 STATE ROUTE 35,,RED BANK,NJ,77,7701,5928,4,59429905,COMIC BOOKS,,,,,,
DYNAMIC FORCES INC,113 GAITHER DR STE 205,,MOUNT LAUREL,NJ,80,8054,1705,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
SIDEKICK STUDIO,1139 E JERSEY ST STE 413,,ELIZABETH,NJ,72,7201,2446,3,51929905,COMIC BOOKS,,,,,,
GOLDEN RULE COMICS,114 LINCOLN RD,,WESTFIELD,NJ,70,7090,3902,3,59429905,COMIC BOOKS,,,,,,
CAPTAIN COMICS,1210 BAYSHORE RD,,VILLAS,NJ,82,8251,2511,3,59429905,COMIC BOOKS,,,,,,
STEVE'S COMIC RELIEF,1231 ROUTE 166 STE 7,,TOMS RIVER,NJ,87,8753,2761,3,59429905,COMIC BOOKS,,,,,,
AF LANDSCAPING CORP,124 COUNTY RD 565,,SUSSEX,NJ,74,7461,2633,3,59429905,COMIC BOOKS,,,,,,
ONE FLIGHT UP BOOKS II,1275 BLOOMFIELD AVE STE 31,,FAIRFIELD,NJ,70,7004,2729,3,59990300,"BANNERS, FLAGS, DECALS, AND POSTERS",59429905,COMIC BOOKS,,,,
DEWEY'S COMIC CITY,13 PARK AVE STE 1,,MADISON,NJ,79,7940,1825,3,59429905,COMIC BOOKS,,,,,,
WILDPIG COMICS,14 S MICHIGAN AVE,,KENILWORTH,NJ,70,7033,1708,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
SPEEZI COMICS,1441 IRVING ST,,RAHWAY,NJ,70,7065,4032,3,59429905,COMIC BOOKS,27310100,"BOOKS, PUBLISHING ONLY",,,,
GO2GUIDES LLC,1484 FRANKLIN ST,,RAHWAY,NJ,70,7065,2015,3,51929905,COMIC BOOKS,73899999,,,,,
COMIC LAIR,1606 S BROAD ST,,TRENTON,NJ,86,8610,6036,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
COSMIC COMICS,161 E WYOMING AVE,,ABSECON,NJ,82,8201,1731,3,59429905,COMIC BOOKS,,,,,,
COMIC RELIEF,165 MERCER ST,,TRENTON,NJ,86,8611,1723,3,59429905,COMIC BOOKS,,,,,,
J & S COMICS,168 W SYLVANIA AVE,,NEPTUNE CITY,NJ,77,7753,6230,3,59429905,COMIC BOOKS,,,,,,
COMICS PLUS,1690 ROUTE 38,,MOUNT HOLLY,NJ,80,8060,9719,4,59429905,COMIC BOOKS,,,,,,
RON'S COMIC WORLD,1690 ROUTE 38 STE 6,,MOUNT HOLLY,NJ,80,8060,9719,3,59429905,COMIC BOOKS,,,,,,
T&D BASEBALL CARDS,171 HILLSIDE AVE,,SOUTH RIVER,NJ,88,8882,2056,3,59479903,,59429905,COMIC BOOKS,,,,
AMERICAN GANGA INC,1734 OAK TREE RD STE 2,,EDISON,NJ,88,8820,2855,3,50920100,HOBBY SUPPLIES,59429905,COMIC BOOKS,59420000,BOOK STORES,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP"
RICHS SPORTS CARDS,1780 SAINT GEORGES AVE,,RAHWAY,NJ,70,7065,2011,3,59479903,,59429905,COMIC BOOKS,,,,
CLOSE ENCOUNTERS,1861 HOOPER AVE UNIT 2,,TOMS RIVER,NJ,87,8753,8151,3,59429905,COMIC BOOKS,,,,,,
COMIXPRESS,2 COLONIAL CT,,DUMONT,NJ,76,7628,2720,3,51929905,COMIC BOOKS,,,,,,
COMICS PLUS,2005 STATE ROUTE 35,,OAKHURST,NJ,77,7755,2761,4,59429905,COMIC BOOKS,,,,,,
CHAMPIONSHIP COMICS,2400 MCCLELLAN AVE,,PENNSAUKEN,NJ,81,8109,4609,4,59429905,COMIC BOOKS,,,,,,
RONS GALLERY,256 GLOBE AVE,,UNION,NJ,70,7083,7242,3,59479903,,59429905,COMIC BOOKS,,,,
COMICS N TOYS,26 RIVER EDGE RD STE 1,,RIVER EDGE,NJ,76,7661,2459,3,59429905,COMIC BOOKS,,,,,,
PARADOX COMICS,269 RIDGE RD STE A,,N ARLINGTON,NJ,70,7031,5348,3,59429905,COMIC BOOKS,,,,,,
COMIC BOOK MARKET INC,28 WASHINGTON ST,,BLOOMFIELD,NJ,70,7003,3412,3,59429905,COMIC BOOKS,,,,,,
COMIC RELIEF INC,30 STILES PL,,FREEHOLD,NJ,77,7728,2931,3,59450000,"HOBBY, TOY, AND GAME SHOPS",89990101,ARTIST,59429905,COMIC BOOKS,73360000,COMMERCIAL ART AND GRAPHIC DESIGN
CRAZEECOMICS,314 MONASTERY PL FL 2,,UNION CITY,NJ,70,7087,4406,4,59429905,COMIC BOOKS,,,,,,
A TIME LOST & FOUND,325 E ATLANTIC AVE,,AUDUBON,NJ,81,8106,1501,3,59429905,COMIC BOOKS,,,,,,
WILD PIG COMICS II,335 W BROAD ST,,WESTFIELD,NJ,70,7090,4103,3,59429905,COMIC BOOKS,,,,,,
HUGHES COMICS,336 CENTRAL AVE # 3,,NEWARK,NJ,71,7103,2808,3,59429905,COMIC BOOKS,,,,,,
STEVES COMIC RELIEF,3371 US HIGHWAY 1,,LAWRENCE TOWNSHIP,NJ,86,8648,1375,4,59429905,COMIC BOOKS,,,,,,
JAY & SILENT BOB'S SECRET STAS,35 BROAD ST,,RED BANK,NJ,77,7701,1902,3,59429905,COMIC BOOKS,,,,,,
KNIGHT DREAMS,36 ROBIN RD,,MONMOUTH JCT,NJ,88,8852,3344,3,59429905,COMIC BOOKS,57310201,VIDEO CAMERAS AND ACCESSORIES,,,,
A LITTLE SHOP OF COMICS,393 PARK AVE,,SCOTCH PLAINS,NJ,70,7076,1155,3,59429905,COMIC BOOKS,,,,,,
GOLDEN PATH INC,41 CLEMENTON RD STE 205,,BERLIN,NJ,80,8009,1311,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
COMIC CAFE LLC,41 MOUNTAIN BLVD STE E2,,WARREN,NJ,70,7059,2634,3,58129902,CAFE,58120304,COFFEE SHOP,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND"
FACE IT STUDIOS,41 WATCHUNG PLZ # 309,,MONTCLAIR,NJ,70,7042,4117,4,59429905,COMIC BOOKS,,,,,,
RAINBOW BRIDGE COMICS,412 ELMWOOD AVE,,MAPLEWOOD,NJ,70,7040,1737,3,59429905,COMIC BOOKS,,,,,,
COMIC FORTRESS INC,414 CENTRAL AVE,,WESTFIELD,NJ,70,7090,2521,3,59429905,COMIC BOOKS,,,,,,
ANTHONY'S COMIC BOOK ART,43 ROMEO ST,,MOONACHIE,NJ,70,7074,1612,3,59429905,COMIC BOOKS,,,,,,
STORMWATCH COMICS,449 N ROUTE 73,,WEST BERLIN,NJ,80,8091,2003,3,59429905,COMIC BOOKS,,,,,,
NEWMOON COMIC LLC,463 MAIN ST,,LITTLE FALLS,NJ,74,7424,1150,4,59429905,COMIC BOOKS,,,,,,
MONKEY KING COMICS,47 WEST AVE,,WOODSTOWN,NJ,80,8098,1124,1,59429905,COMIC BOOKS,,,,,,
TWISTED TREE COMICS LLC,488 AUTEN RD APT 3A,,HILLSBOROUGH,NJ,88,8844,5053,3,59429905,COMIC BOOKS,,,,,,
KIDS IN COMICS,5 JANES DR,,HACKETTSTOWN,NJ,78,7840,7801,3,59429905,COMIC BOOKS,,,,,,
COMMUTER COMICS,50 W SOUTH ORANGE AVE,,SOUTH ORANGE,NJ,70,7079,1730,3,59429905,COMIC BOOKS,27210000,PERIODICALS,59999900,,,
FAT JACKS COMICRYPT,521 WHITE HORSE PIKE,,OAKLYN,NJ,81,8107,1453,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
JESTER'S PLAYHOUSE,545 TILTON RD,,NORTHFIELD,NJ,82,8225,1217,3,59429905,COMIC BOOKS,59470105,NOVELTIES,59470105,NOVELTIES,59429905,COMIC BOOKS
COMIC CRYPT LLC,55 WHITE RD STE 1,,SHREWSBURY,NJ,77,7702,4051,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
A & S COMICS,563 CEDAR LN,,TEANECK,NJ,76,7666,1712,3,59429905,COMIC BOOKS,,,,,,
ZAPP INC,574 VALLEY RD,,WAYNE,NJ,74,7470,3526,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
J C COMICS INC,579 US HIGHWAY 22 STE 3,,NORTH PLAINFIELD,NJ,70,7060,3700,3,59429905,COMIC BOOKS,,,,,,
ASP COMICS LLC,586 DEVON ST,,KEARNY,NJ,70,7032,2804,3,59429905,COMIC BOOKS,,,,,,
COMIC FORTRESS,59 W MAIN ST # 1,,SOMERVILLE,NJ,88,8876,2215,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
AMAZING STORIES,612 PETER PL,,BRICK,NJ,87,8723,6424,3,59429905,COMIC BOOKS,,,,,,
COMIC STATION,615 STATION AVE,,HADDON HGTS,NJ,80,8035,1906,3,59429905,COMIC BOOKS,,,,,,
GPD COMICS AND GAMES,6317 ADAMS ST,,WEST NEW YORK,NJ,70,7093,5300,3,59429905,COMIC BOOKS,,,,,,
CONQUEST COMICS,657 ATLANTIC CITY BLVD,,BAYVILLE,NJ,87,8721,2046,3,59429905,COMIC BOOKS,,,,,,
CONQUEST COMICS,659 ATLANTIC CITY BLVD,,BEACHWOOD,NJ,87,8722,4007,3,59429905,COMIC BOOKS,,,,,,
ZAPP COMICS & CARDS,700 TENNENT RD STE 5,,MANALAPAN,NJ,77,7726,3148,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
NEAT STUFF COLLECTABLESCOM LLC,704 76TH ST,,NORTH BERGEN,NJ,70,7047,4962,3,51929905,COMIC BOOKS,,,,,,
BUYING COMICS,706 76TH ST,,NORTH BERGEN,NJ,70,7047,4962,3,59429905,COMIC BOOKS,,,,,,
JR ANTHONY DEMARCO,7113 BERGENLINE AVE,,NORTH BERGEN,NJ,70,7047,5458,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
P K COMICS & CARDS,713 DECAMP DR,,HILLSBOROUGH,NJ,88,8844,3429,3,59429905,COMIC BOOKS,,,,,,
MAIN STREET HOBBIES INC,74 N MAIN ST,,MILLTOWN,NJ,88,8850,1520,3,50920000,TOYS AND HOBBY GOODS AND SUPPLIES,59429905,COMIC BOOKS,,,,
A PLUS CARDS & COMICS,748 CARTER HILL DR,,WEST DEPTFORD,NJ,80,8066,1903,3,59479903,,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,
MANIFEST COMICS & CARDS,762 BROADWAY,,BAYONNE,NJ,70,7002,4273,4,59429905,COMIC BOOKS,,,,,,
DISCOVERY,826 NORTHWOOD AVE,,CHERRY HILL,NJ,80,8002,3412,3,59429905,COMIC BOOKS,59990501,COINS,59990503,STAMPS (PHILATELIST),,
COMIC IMAGES,85 CHESTNUT RIDGE RD STE 115,,MONTVALE,NJ,76,7645,1836,3,73360101,CHART AND GRAPH DESIGN,59429905,COMIC BOOKS,,,,
COMIC EXPLOSION,86 CENTRE ST,,NUTLEY,NJ,71,7110,3720,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
FUNNY BOOKS COMICS & STUFF,98 N BEVERWYCK RD,,LAKE HIAWATHA,NJ,70,7034,2206,3,59429905,COMIC BOOKS,,,,,,
GAMES AND COMIC STATION INC,PO BOX 161,,MOUNT TABOR,NJ,78,7878,161,3,59429905,COMIC BOOKS,,,,,,
NITRO COMICS,PO BOX 563,,BERKELEY HTS,NJ,79,7922,563,3,59429905,COMIC BOOKS,,,,,,
COMICS BOUGHT & SOLD,PO BOX 947,,LODI,NJ,76,7644,947,3,59429905,COMIC BOOKS,,,,,,
KABOOM TEST LABS,10250 COTTONWOOD PARK NW,,ALBUQUERQUE,NM,871,87114,7018,4,59429905,COMIC BOOKS,56210000,WOMEN'S CLOTHING STORES,56210000,WOMEN'S CLOTHING STORES,87310000,COMMERCIAL PHYSICAL RESEARCH
POCKET CHANGE,1200 N WHITE SANDS BLVD,,ALAMOGORDO,NM,883,88310,6774,4,59429905,COMIC BOOKS,59990501,COINS,,,,
HAPPY JACK COMICS,1212 MARRON CIR NE,,ALBUQUERQUE,NM,871,87112,5034,3,59429905,COMIC BOOKS,,,,,,
DAVES COMICS & GAMES,1230 S SOLANO DR,,LAS CRUCES,NM,880,88001,3756,3,59429905,COMIC BOOKS,59419910,"SPECIALTY SPORT SUPPLIES, NEC",79290000,ENTERTAINERS AND ENTERTAINMENT GROUPS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)"
SURREAL COMICS CARDS II,12520 EAGLE ROCK AVE NE,,ALBUQUERQUE,NM,871,87122,2213,3,59429905,COMIC BOOKS,,,,,,
KABOOM TEST LABS,1510 WYOMING BLVD NE,,ALBUQUERQUE,NM,871,87112,3866,4,59429905,COMIC BOOKS,87310000,COMMERCIAL PHYSICAL RESEARCH,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
OLD WEST COMICS & GAMES,5201 LOMAS BLVD NE,,ALBUQUERQUE,NM,871,87110,6453,3,59429905,COMIC BOOKS,,,,,,
ADDICTED TO COMICS & HOBBIES,606 TRUMAN ST NE,,ALBUQUERQUE,NM,871,87110,6444,3,59429905,COMIC BOOKS,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC,59990000,"MISCELLANEOUS RETAIL STORES, NEC",50920210,VIDEO GAMES
COMIC STOP,6200 MONTGOMERY BLVD NE,,ALBUQUERQUE,NM,871,87109,1458,4,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
TWIN SUNS COMICS & GAMES,6301 RIVERSIDE PLAZA LN NW # 1,,ALBUQUERQUE,NM,871,87120,2638,3,59429905,COMIC BOOKS,,,,,,
BULL FROG COMICS,7620 REDWOOD DR NW,,ALBUQUERQUE,NM,871,87120,4002,3,59429905,COMIC BOOKS,,,,,,
BIG ADVENTURE COMICS,801 CERRILLOS RD,,SANTA FE,NM,875,87505,3031,3,59429905,COMIC BOOKS,,,,,,
TRUE BELIEVERS COMICS GALLERY,801 CERRILLOS RD,,SANTA FE,NM,875,87505,3031,3,59429905,COMIC BOOKS,59991601,ART DEALERS,53990000,MISCELLANEOUS GENERAL MERCHANDISE STORES,,
NOBLE COLLECTIBLES INC,8216 MONTGOMERY BLVD NE,,ALBUQUERQUE,NM,871,87109,1602,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,,,,
COOL STUFF COMICS,8613 JAMES AVE NE,,ALBUQUERQUE,NM,871,87111,3226,3,59429905,COMIC BOOKS,,,,,,
ALBUQUERQUE COMIC EXPO,9212 COMANCHE RD NE,,ALBUQUERQUE,NM,871,87111,3332,3,59429905,COMIC BOOKS,,,,,,
UNIVERSITY COMIC WAREHOUSE,9617 MENAUL BLVD NE,,ALBUQUERQUE,NM,871,87112,2216,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
FRANK-N-FRED'S COMICS & CARDS,1031 RAILROAD ST STE 103B,,ELKO,NV,898,89801,3975,4,59429905,COMIC BOOKS,,,,,,
BOOK GALLERY,1203 ROCK BLVD,,SPARKS,NV,894,89431,935,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
DKS SIERRA MOUNTAIN COMICS,1801 E WILLIAM ST,,CARSON CITY,NV,897,89701,3225,4,59429905,COMIC BOOKS,,,,,,
ACTION COMICS & GAMES,210 N BOULDER HWY STE 160,,HENDERSON,NV,890,89015,5303,3,59429905,COMIC BOOKS,,,,,,
DESERT WIND ENTERPRISES INC,2421 TECH CENTER CT,,LAS VEGAS,NV,891,89128,804,3,59429905,COMIC BOOKS,,,,,,
COMIC OASIS,3121 N RAINBOW BLVD,,LAS VEGAS,NV,891,89108,4578,3,59429905,COMIC BOOKS,,,,,,
MAXIMUM COMICS,3157 W POST RD,,LAS VEGAS,NV,891,89118,3859,3,59429905,COMIC BOOKS,,,,,,
SILVER CACTUS COMICS INC,3322 VINA CT,,N LAS VEGAS,NV,890,89032,7815,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
BIG TRUCK,3420 BUNKERHILL DR,,N LAS VEGAS,NV,890,89032,7990,3,59429905,COMIC BOOKS,,,,,,
DESERT WIND COMICS,3626 CAROL LARK CT,,LAS VEGAS,NV,891,89129,3651,3,59429905,COMIC BOOKS,,,,,,
ALTERNATE REALITY COMICS,4110 S MARYLAND PKWY STE 8,,LAS VEGAS,NV,891,89119,7505,3,59429905,COMIC BOOKS,,,,,,
VELVET UNDERGROUND,4241 W CHARLESTON BLVD STE H,,LAS VEGAS,NV,891,89102,1611,3,59420000,BOOK STORES,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,
DREAMWELL COMICS,4250 COCHISE ST,,CARSON CITY,NV,897,89703,6367,4,59450201,,59429905,COMIC BOOKS,,,,
SILVER CACTUS COMICS INC,5001 E BONANZA RD STE 142,,LAS VEGAS,NV,891,89110,3537,3,59420000,BOOK STORES,59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",59479903,
MAXIMUM COMICS,5130 S FORT APACHE RD STE 285,,LAS VEGAS,NV,891,89148,1721,3,59420000,BOOK STORES,59450000,"HOBBY, TOY, AND GAME SHOPS",59429905,COMIC BOOKS,,
MAXIMUM COMICS,520 MARKS ST,,HENDERSON,NV,890,89014,6769,4,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
LAS VEGAS COMIC EXPO INC,545 WANDERING VIOLETS WAY,,LAS VEGAS,NV,891,89138,6071,3,59429905,COMIC BOOKS,,,,,,
COMIC KINGDOM,595 E MOANA LN,,RENO,NV,895,89502,4629,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
SCI FI CTR,600 E SAHARA AVE # 12,,LAS VEGAS,NV,891,89104,2967,4,59429905,COMIC BOOKS,,,,,,
SKULL & BONES COMICS,6125 W TROPICANA AVE STE L,,LAS VEGAS,NV,891,89103,4654,3,59429905,COMIC BOOKS,,,,,,
CHEESEBOYCOMICSCOM,7139 HICKORY POST AVE,,LAS VEGAS,NV,891,89179,1220,3,59429905,COMIC BOOKS,,,,,,
CHICKEN WINGS COMICS,7250 DINGO CT,,LAS VEGAS,NV,891,89119,4556,3,59429905,COMIC BOOKS,,,,,,
MAXSTUF COMICS,7550 W LAKE MEAD BLVD STE 4,,LAS VEGAS,NV,891,89128,1001,3,59429905,COMIC BOOKS,,,,,,
BATTLEZONE COMICS,7910 W TROPICAL PKWY,,LAS VEGAS,NV,891,89149,4554,4,59429905,COMIC BOOKS,,,,,,
MAXIMUM COMICS,7950 W TROPICAL PKWY STE 120,,LAS VEGAS,NV,891,89149,4537,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
CHEESE BOY COMICS,8060 S RAINBOW BLVD STE 125,,LAS VEGAS,NV,891,89139,6488,3,59429905,COMIC BOOKS,59420000,BOOK STORES,54510000,DAIRY PRODUCTS STORES,,
GRACE CITY COMICS,8101 W FLAMINGO RD,,LAS VEGAS,NV,891,89147,7408,4,59429905,COMIC BOOKS,,,,,,
NATIONAL INSTITUTE OF COMIC,870 CORONADO CENTER DR,,HENDERSON,NV,890,89052,3967,3,59429905,COMIC BOOKS,,,,,,
AVATAR COMICS & GAMES,881 S RAINBOW BLVD,,LAS VEGAS,NV,891,89145,6238,3,59429905,COMIC BOOKS,,,,,,
ASYLUM COMICS,915 E CHARLESTON BLVD,,LAS VEGAS,NV,891,89104,1513,3,59429905,COMIC BOOKS,,,,,,
A STRIPSIDE COMICS-SPORTSCARDS,9620 LAS VEGAS BLVD S STE N8,,LAS VEGAS,NV,891,89123,6510,3,59429905,COMIC BOOKS,,,,,,
REDBEARD'S BOOK DEN,PO BOX 217,,CRYSTAL BAY,NV,894,89402,217,3,59429905,COMIC BOOKS,59420000,BOOK STORES,59320300,"BOOK STORES, SECONDHAND",,
GRAFFIX GALLERY,PO BOX 46454,,LAS VEGAS,NV,891,89114,6454,3,59991601,ART DEALERS,59991601,ART DEALERS,59429905,COMIC BOOKS,84120000,MUSEUMS AND ART GALLERIES
COMIC LINK LLC,10 CUTTERMILL RD STE 303,,GREAT NECK,NY,110,11021,3201,3,59429905,COMIC BOOKS,,,,,,
COSMIC COMICS INC,10 E 23RD ST,,NEW YORK,NY,100,10010,4402,4,51929905,COMIC BOOKS,,,,,,
HEROES COMICS,101 BROOKHAVEN RD,,SYRACUSE,NY,132,13212,2007,3,59429905,COMIC BOOKS,,,,,,
LASER COMICS BASEBALL CARDS,101 W 106TH ST,,NEW YORK,NY,100,10025,3713,4,59429905,COMIC BOOKS,,,,,,
PARADOX COMICS & GAMES,105 2ND ST,,GLENVILLE,NY,123,12302,2019,3,59429905,COMIC BOOKS,59999900,,,,,
COMIC BOOK AUTHORITY INC,106 BAY 10TH ST,,BROOKLYN,NY,112,11228,3702,3,51929905,COMIC BOOKS,,,,,,
COMIC CORNER,10701 101ST AVE,,JAMAICA,NY,114,11416,2724,4,59429905,COMIC BOOKS,,,,,,
UPSTATE COMICS INC,1097 ROUTE 55 STE 13,,LAGRANGEVILLE,NY,125,12540,5027,3,59429905,COMIC BOOKS,,,,,,
EASTERN WINDOW ENTERTAINMENT,11 SAINT MARKS PL,,NEW YORK,NY,100,10003,7806,4,59429905,COMIC BOOKS,,,,,,
ONE IF BY CDS TWO IF BY COMICS,1107 CENTRAL PARK AVE,,SCARSDALE,NY,105,10583,3212,3,59479903,,59429905,COMIC BOOKS,,,,
COMICS ETC,1115 E MAIN ST UNIT 81,,ROCHESTER,NY,146,14609,6105,3,59429905,COMIC BOOKS,,,,,,
OUT OF THIS WORLD COMICS,112 ORANGE ST,,CENTRAL ISLIP,NY,117,11722,4821,3,59429905,COMIC BOOKS,,,,,,
TIME WARP INC,1164 BROADWAY,,HEWLETT,NY,115,11557,2322,3,59429905,COMIC BOOKS,59479903,,,,,
CARD COLLECTORS HEADQUARTERS,1165 JERICHO TPKE,,COMMACK,NY,117,11725,3001,3,59429905,COMIC BOOKS,,,,,,
COMIC ART GALLERY,118 W 3RD ST,,NEW YORK,NY,100,10012,1237,4,59429905,COMIC BOOKS,59610400,"STAMPS, COINS, AND OTHER COLLECTIBLES, MAIL ORDER",,,,
AMAZING COMICS & COLLECTIBLES,12 GILLETTE AVE,,SAYVILLE,NY,117,11782,3155,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
COMIX-PLUS,125 E MAIN ST,,MOUNT KISCO,NY,105,10549,2316,4,59429905,COMIC BOOKS,59479903,,,,,
ADAM'S COMICS & CARDS,1280 SHERIDAN AVE APT 1A,,BRONX,NY,104,10456,2910,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,59999900,,,
BEST COMICS HOBBY CTR,1300 JERICHO TPKE,,NEW HYDE PARK,NY,110,11040,4601,4,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
JERICHO COMICS COLLECT,1300 JERICHO TPKE,,NEW HYDE PARK,NY,110,11040,4601,4,59429905,COMIC BOOKS,,,,,,
PEGASUS HOBBIE,132 FRANKLIN ST,,WATERTOWN,NY,136,13601,3318,3,59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS
GENES COMICS,132 MARYLAND AVE,,FREEPORT,NY,115,11520,1319,3,59429905,COMIC BOOKS,,,,,,
R & M COMICS & DVDS,132 POLK ST APT 4,,SYRACUSE,NY,132,13224,1345,3,59429905,COMIC BOOKS,,,,,,
MONTASY COMICS MIDTOWN CHAPTER,135 E 54TH ST,,NEW YORK,NY,100,10022,4508,4,59429905,COMIC BOOKS,,,,,,
COMICBOOK STORE,13686 ROOSEVELT AVE,,FLUSHING,NY,113,11354,5660,4,59429905,COMIC BOOKS,,,,,,
DEVIOUS DON'S COMIC & COLLECT,141 ROUTE 32 S,,SCHUYLERVILLE,NY,128,12871,1733,3,59429905,COMIC BOOKS,59420000,BOOK STORES,59320000,USED MERCHANDISE STORES,,
THE STAND,1410 GRAVESEND NECK RD,,BROOKLYN,NY,112,11229,4323,3,59429905,COMIC BOOKS,,,,,,
PEANUTS WORLDWIDE,1450 BROADWAY FL 3,,NEW YORK,NY,100,10018,2232,3,87420300,MARKETING CONSULTING SERVICES,54419904,NUTS,59429905,COMIC BOOKS,,
SUPER HERO COMICS,146 JERICHO TPKE,,FLORAL PARK,NY,110,11001,2008,4,59429905,COMIC BOOKS,,,,,,
WESTERN WINDOW ENTERTAINMENT,148 MONTAGUE ST APT 2,,BROOKLYN,NY,112,11201,3552,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,
FIRST PRINT COMICS,1548 BUFFALO RD,,ROCHESTER,NY,146,14624,1828,3,59429905,COMIC BOOKS,,,,,,
